GRAPHEME	SOUND_CLASS	NAME	SOUND_CLASS_MODEL
œː	U	long rounded open-mid front vowel	sca
œ̃	U	nasalized rounded open-mid front vowel	sca
œ̃ː	U	long nasalized rounded open-mid front vowel	sca
ɐ	E	unrounded near-open central vowel	sca
ɐː	E	long unrounded near-open central vowel	sca
ɐ̃	E	nasalized unrounded near-open central vowel	sca
ɐ̃ː	E	long nasalized unrounded near-open central vowel	sca
ɐ̯	R	non-syllabic unrounded near-open central vowel	sca
ɞ̞	U	rounded near-open central vowel	sca
ɞ̞ː	U	long rounded near-open central vowel	sca
ɑ	A	unrounded open back vowel	sca
ɑː	A	long unrounded open back vowel	sca
ɑ̃	A	nasalized unrounded open back vowel	sca
ɑ̃ː	A	long nasalized unrounded open back vowel	sca
ɒ	O	rounded open back vowel	sca
ɒː	O	long rounded open back vowel	sca
ɒ̃	O	nasalized rounded open back vowel	sca
ɒ̃ː	O	long nasalized rounded open back vowel	sca
ɔ	U	rounded open-mid back vowel	sca
ɔː	U	long rounded open-mid back vowel	sca
ɔ̃	U	nasalized rounded open-mid back vowel	sca
ɔ̃ː	U	long nasalized rounded open-mid back vowel	sca
ɔ̰	U	creaky rounded open-mid back vowel	sca
ɘ	E	unrounded close-mid central vowel	sca
ɘː	E	long unrounded close-mid central vowel	sca
ɘ̃	E	nasalized unrounded close-mid central vowel	sca
ɘ̃ː	E	long nasalized unrounded close-mid central vowel	sca
ə	E	unrounded mid central vowel	sca
əː	E	long unrounded mid central vowel	sca
ə˞	E	rhotacized unrounded mid central vowel	sca
ə̃	E	nasalized unrounded mid central vowel	sca
ə̃ː	E	long nasalized unrounded mid central vowel	sca
ə̆	E	ultra-short unrounded mid central vowel	sca
ə̰	E	creaky unrounded mid central vowel	sca
ɛ	E	unrounded open-mid front vowel	sca
ɛː	E	long unrounded open-mid front vowel	sca
ɛːː	E	ultra-long unrounded open-mid front vowel	sca
ɛ̃	E	nasalized unrounded open-mid front vowel	sca
ɛ̃ː	E	long nasalized unrounded open-mid front vowel	sca
ɛ̰	E	creaky unrounded open-mid front vowel	sca
ɜ	E	unrounded open-mid central vowel	sca
ɜː	E	long unrounded open-mid central vowel	sca
ɜ̃	E	nasalized unrounded open-mid central vowel	sca
ɜ̃ː	E	long nasalized unrounded open-mid central vowel	sca
ɞ	U	rounded open-mid central vowel	sca
ɞː	U	long rounded open-mid central vowel	sca
ɞ̃	U	nasalized rounded open-mid central vowel	sca
ɞ̃ː	U	long nasalized rounded open-mid central vowel	sca
ɞ̞̃	U	nasalized rounded near-open central vowel	sca
ɞ̞̃ː	U	long nasalized rounded near-open central vowel	sca
ɤ	E	unrounded close-mid back vowel	sca
ɤː	E	long unrounded close-mid back vowel	sca
ɤ̃	E	nasalized unrounded close-mid back vowel	sca
ɤ̃ː	E	long nasalized unrounded close-mid back vowel	sca
ɤ̆	E	ultra-short unrounded close-mid back vowel	sca
ɤ̞	E	unrounded mid back vowel	sca
ɤ̞ː	E	long unrounded mid back vowel	sca
ɤ̞̃	E	nasalized unrounded mid back vowel	sca
ɤ̞̃ː	E	long nasalized unrounded mid back vowel	sca
ɨ	I	unrounded close central vowel	sca
ɨː	I	long unrounded close central vowel	sca
ɨ̃	I	nasalized unrounded close central vowel	sca
ɨ̃ː	I	long nasalized unrounded close central vowel	sca
ɪ	I	unrounded near-close near-front vowel	sca
ɪː	I	long unrounded near-close near-front vowel	sca
ɪ̃	I	nasalized unrounded near-close near-front vowel	sca
ɪ̃ː	I	long nasalized unrounded near-close near-front vowel	sca
ɪ̈	I	unrounded near-close central vowel	sca
ɪ̈ː	I	long unrounded near-close central vowel	sca
ɪ̈̃	I	nasalized unrounded near-close central vowel	sca
ɪ̈̃ː	I	long nasalized unrounded near-close central vowel	sca
ɪ̥	I	devoiced unrounded near-close near-front vowel	sca
ɪ̯	I	non-syllabic unrounded near-close near-front vowel	sca
ɪ̰	I	creaky unrounded near-close near-front vowel	sca
ʏ	Y	rounded near-close near-front vowel	sca
ɯ	I	unrounded close back vowel	sca
ɯː	I	long unrounded close back vowel	sca
ɯ̃	I	nasalized unrounded close back vowel	sca
ɯ̃ː	I	long nasalized unrounded close back vowel	sca
ɯ̥̃	I	nasalized devoiced unrounded close back vowel	sca
ɯ̤	I	breathy unrounded close back vowel	sca
ɯ̥	I	devoiced unrounded close back vowel	sca
ɯ̯	I	non-syllabic unrounded close back vowel	sca
ɯ̽	I	unrounded near-close near-back vowel	sca
ɯ̽ː	I	long unrounded near-close near-back vowel	sca
ɯ̽̃	I	nasalized unrounded near-close near-back vowel	sca
ɯ̽̃ː	I	long nasalized unrounded near-close near-back vowel	sca
ɵ	U	rounded close-mid central vowel	sca
ɵː	U	long rounded close-mid central vowel	sca
ɵ̃	U	nasalized rounded close-mid central vowel	sca
ɵ̃ː	U	long nasalized rounded close-mid central vowel	sca
ɵ̞	U	rounded mid central vowel	sca
ɵ̞ː	U	long rounded mid central vowel	sca
ɵ̞̃	U	nasalized rounded mid central vowel	sca
ɵ̞̃ː	U	long nasalized rounded mid central vowel	sca
ɶ	U	rounded open front vowel	sca
ɶː	U	long rounded open front vowel	sca
ɶ̃	U	nasalized rounded open front vowel	sca
ɶ̃ː	U	long nasalized rounded open front vowel	sca
ɿ	I	unrounded close with-frication back vowel	sca
ʅ	I	unrounded close with-frication central vowel	sca
ʉ	Y	rounded close central vowel	sca
ʉː	Y	long rounded close central vowel	sca
ʉ̃	Y	nasalized rounded close central vowel	sca
ʉ̃ː	Y	long nasalized rounded close central vowel	sca
ʉ̰	Y	creaky rounded close central vowel	sca
ʊ	Y	rounded near-close near-back vowel	sca
ʊː	Y	long rounded near-close near-back vowel	sca
ʊ̃	Y	nasalized rounded near-close near-back vowel	sca
ʊ̃ː	Y	long nasalized rounded near-close near-back vowel	sca
ʊ̈	Y	rounded near-close central vowel	sca
ʊ̈ː	Y	long rounded near-close central vowel	sca
ʊ̈̃	Y	nasalized rounded near-close central vowel	sca
ʊ̈̃ː	Y	long nasalized rounded near-close central vowel	sca
ʊ̥	Y	devoiced rounded near-close near-back vowel	sca
ʊ̯	Y	non-syllabic rounded near-close near-back vowel	sca
ʊ̰	Y	creaky rounded near-close near-back vowel	sca
ʌ	E	unrounded open-mid back vowel	sca
ʌː	E	long unrounded open-mid back vowel	sca
ʌ̃	E	nasalized unrounded open-mid back vowel	sca
ʌ̃ː	E	long nasalized unrounded open-mid back vowel	sca
ʌ̤̃	E	nasalized breathy unrounded open-mid back vowel	sca
ʌ̆	E	ultra-short unrounded open-mid back vowel	sca
ʌ̤	E	breathy unrounded open-mid back vowel	sca
ʌ̯ː	E	long non-syllabic unrounded open-mid back vowel	sca
ʏː	Y	long rounded near-close near-front vowel	sca
ʏ̃	Y	nasalized rounded near-close near-front vowel	sca
ʏ̃ː	Y	long nasalized rounded near-close near-front vowel	sca
ʮ	U	rounded close with-frication back vowel	sca
ʯ	0	rounded close with-frication central vowel	sca
ɤ̯	E	non-syllabic unrounded close-mid back vowel	sca
ɔ̯	U	non-syllabic rounded open-mid back vowel	sca
ɛ̯	E	non-syllabic unrounded open-mid front vowel	sca
¹¹	1	flat from-low to-low tone	sca
¹²	2	rising from-low to-mid-low tone	sca
¹³	2	rising from-low to-mid tone	sca
¹⁴	2	rising from-low to-mid-high tone	sca
¹⁵	2	rising from-low to-high tone	sca
²¹	3	falling from-mid-low to-low tone	sca
²²	1	flat from-mid-low to-mid-low tone	sca
²³	2	rising from-mid-low to-mid tone	sca
²⁴	2	rising from-mid-low to-mid-high tone	sca
²⁵	2	rising from-mid-low to-high tone	sca
³¹	3	falling from-mid to-low tone	sca
³²	3	falling from-mid to-mid-low tone	sca
³³	4	flat from-mid to-mid tone	sca
³⁴	2	rising from-mid to-mid-high tone	sca
³⁵	2	rising from-mid to-high tone	sca
⁴¹	3	falling from-mid-high to-low tone	sca
⁴²	3	falling from-mid-high to-mid-low tone	sca
⁴³	3	falling from-mid-high to-mid tone	sca
⁴⁴	5	flat from-mid-high to-mid-high tone	sca
⁴⁵	2	rising from-mid-high to-high tone	sca
⁵¹	3	falling from-high to-low tone	sca
⁵²	3	falling from-high to-mid-low tone	sca
⁵³	3	falling from-high to-mid tone	sca
⁵⁴	3	falling from-high to-mid-high tone	sca
⁵⁵	5	flat from-high to-high tone	sca
¹	6	short from-low tone	sca
²	6	short from-mid-low tone	sca
³	6	short from-mid tone	sca
⁴	6	short from-mid-high tone	sca
⁵	6	short from-high tone	sca
¹¹²	6	rising from-low via-low to-mid-low tone	sca
¹¹³	6	rising from-low via-low to-mid tone	sca
¹¹⁴	6	rising from-low via-low to-mid-high tone	sca
¹¹⁵	6	rising from-low via-low to-high tone	sca
¹²¹	6	contour from-low via-mid-low to-low tone	sca
¹²²	6	rising from-low via-mid-low to-mid-low tone	sca
¹³¹	6	contour from-low via-mid to-low tone	sca
¹³²	6	contour from-low via-mid to-mid-low tone	sca
¹³³	6	rising from-low via-mid to-mid tone	sca
¹⁴¹	6	contour from-low via-mid-high to-low tone	sca
¹⁴²	6	contour from-low via-mid-high to-mid-low tone	sca
¹⁴³	6	contour from-low via-mid-high to-mid tone	sca
¹⁴⁴	6	rising from-low via-mid-high to-mid-high tone	sca
¹⁵¹	6	contour from-low via-high to-low tone	sca
¹⁵²	6	contour from-low via-high to-mid-low tone	sca
¹⁵³	6	contour from-low via-high to-mid tone	sca
¹⁵⁴	6	contour from-low via-high to-mid-high tone	sca
¹⁵⁵	6	rising from-low via-high to-high tone	sca
²¹¹	6	falling from-mid-low via-low to-low tone	sca
²¹²	6	contour from-mid-low via-low to-mid-low tone	sca
²¹³	6	contour from-mid-low via-low to-mid tone	sca
²¹⁴	6	contour from-mid-low via-low to-mid-high tone	sca
²¹⁵	6	contour from-mid-low via-low to-high tone	sca
²²¹	6	falling from-mid-low via-mid-low to-low tone	sca
²²³	6	rising from-mid-low via-mid-low to-mid tone	sca
²²⁴	6	rising from-mid-low via-mid-low to-mid-high tone	sca
²²⁵	6	rising from-mid-low via-mid-low to-high tone	sca
²³¹	6	contour from-mid-low via-mid to-low tone	sca
²³²	6	contour from-mid-low via-mid to-mid-low tone	sca
²³³	6	rising from-mid-low via-mid to-mid tone	sca
²⁴¹	6	contour from-mid-low via-mid-high to-low tone	sca
²⁴²	6	contour from-mid-low via-mid-high to-mid-low tone	sca
²⁴³	6	contour from-mid-low via-mid-high to-mid tone	sca
²⁴⁴	6	rising from-mid-low via-mid-high to-mid-high tone	sca
²⁵¹	6	contour from-mid-low via-high to-low tone	sca
²⁵²	6	contour from-mid-low via-high to-mid-low tone	sca
²⁵³	6	contour from-mid-low via-high to-mid tone	sca
²⁵⁴	6	contour from-mid-low via-high to-mid-high tone	sca
²⁵⁵	6	rising from-mid-low via-high to-high tone	sca
³¹¹	6	falling from-mid via-low to-low tone	sca
³¹²	6	contour from-mid via-low to-mid-low tone	sca
³¹³	6	contour from-mid via-low to-mid tone	sca
³¹⁴	6	contour from-mid via-low to-mid-high tone	sca
³¹⁵	6	contour from-mid via-low to-high tone	sca
³²²	6	falling from-mid via-mid-low to-mid-low tone	sca
³²³	6	contour from-mid via-mid-low to-mid tone	sca
³²⁴	6	contour from-mid via-mid-low to-mid-high tone	sca
³²⁵	6	contour from-mid via-mid-low to-high tone	sca
³³¹	6	falling from-mid via-mid to-low tone	sca
³³²	6	falling from-mid via-mid to-mid-low tone	sca
³³⁴	6	rising from-mid via-mid to-mid-high tone	sca
³³⁵	6	rising from-mid via-mid to-high tone	sca
³⁴¹	6	contour from-mid via-mid-high to-low tone	sca
³⁴²	6	contour from-mid via-mid-high to-mid-low tone	sca
³⁴³	6	contour from-mid via-mid-high to-mid tone	sca
³⁴⁴	6	rising from-mid via-mid-high to-mid-high tone	sca
³⁴⁵	6	contour from-mid via-mid-high to-high tone	sca
³⁵¹	6	contour from-mid via-high to-low tone	sca
³⁵²	6	contour from-mid via-high to-mid-low tone	sca
³⁵³	6	contour from-mid via-high to-mid tone	sca
³⁵⁴	6	contour from-mid via-high to-mid-high tone	sca
³⁵⁵	6	rising from-mid via-high to-high tone	sca
⁴¹¹	6	falling from-mid-high via-low to-low tone	sca
⁴¹²	6	contour from-mid-high via-low to-mid-low tone	sca
⁴¹³	6	contour from-mid-high via-low to-mid tone	sca
⁴¹⁴	6	contour from-mid-high via-low to-mid-high tone	sca
⁴¹⁵	6	contour from-mid-high via-low to-high tone	sca
⁴²²	6	falling from-mid-high via-mid-low to-mid-low tone	sca
⁴²³	6	contour from-mid-high via-mid-low to-mid tone	sca
⁴²⁴	6	contour from-mid-high via-mid-low to-mid-high tone	sca
⁴²⁵	6	contour from-mid-high via-mid-low to-high tone	sca
⁴³³	6	falling from-mid-high via-mid to-mid tone	sca
⁴³⁴	6	contour from-mid-high via-mid to-mid-high tone	sca
⁴³⁵	6	contour from-mid-high via-mid to-high tone	sca
⁴⁴¹	6	falling from-mid-high via-mid-high to-low tone	sca
⁴⁴²	6	falling from-mid-high via-mid-high to-mid-low tone	sca
⁴⁴³	6	falling from-mid-high via-mid-high to-mid tone	sca
⁴⁴⁵	6	rising from-mid-high via-mid-high to-high tone	sca
⁴⁵¹	6	contour from-mid-high via-high to-low tone	sca
⁴⁵²	6	contour from-mid-high via-high to-mid-low tone	sca
⁴⁵³	6	contour from-mid-high via-high to-mid tone	sca
⁴⁵⁴	6	contour from-mid-high via-high to-mid-high tone	sca
⁴⁵⁵	6	rising from-mid-high via-high to-high tone	sca
⁵¹¹	6	falling from-high via-low to-low tone	sca
⁵¹²	6	contour from-high via-low to-mid-low tone	sca
⁵¹³	6	contour from-high via-low to-mid tone	sca
⁵¹⁴	6	contour from-high via-low to-mid-high tone	sca
⁵¹⁵	6	contour from-high via-low to-high tone	sca
⁵²²	6	falling from-high via-mid-low to-mid-low tone	sca
⁵²³	6	contour from-high via-mid-low to-mid tone	sca
⁵²⁴	6	contour from-high via-mid-low to-mid-high tone	sca
⁵²⁵	6	contour from-high via-mid-low to-high tone	sca
⁵³³	6	falling from-high via-mid to-mid tone	sca
⁵³⁴	6	contour from-high via-mid to-mid-high tone	sca
⁵³⁵	6	contour from-high via-mid to-high tone	sca
⁵⁴⁴	6	falling from-high via-mid-high to-mid-high tone	sca
⁵⁴⁵	6	contour from-high via-mid-high to-high tone	sca
⁵⁵¹	6	falling from-high via-high to-low tone	sca
⁵⁵²	6	falling from-high via-high to-mid-low tone	sca
⁵⁵³	6	falling from-high via-high to-mid tone	sca
⁵⁵⁴	6	falling from-high via-high to-mid-high tone	sca
⁰	6	short neutral tone	sca
ðʲ	D	palatalized voiced dental fricative consonant	sca
dzʲ	C	palatalized voiced alveolar sibilant affricate consonant	sca
ʒʲ	S	palatalized voiced post-alveolar sibilant fricative consonant	sca
a̟	A	advanced unrounded open front vowel	sca
ɑ̆	A	ultra-short unrounded open back vowel	sca
ɛa̟	E	from unrounded open-mid front to advanced unrounded open front diphthong	sca
ɛɐ	E	from unrounded open-mid front to unrounded near-open central diphthong	sca
iɐ	I	from unrounded close front to unrounded near-open central diphthong	sca
iə	I	from unrounded close front to unrounded mid central diphthong	sca
uə	Y	from rounded close back to unrounded mid central diphthong	sca
uɐ	Y	from rounded close back to unrounded near-open central diphthong	sca
ua̟	Y	from rounded close back to advanced unrounded open front diphthong	sca
uɔ	Y	from rounded close back to rounded open-mid back diphthong	sca
ue	Y	from rounded close back to unrounded close-mid front diphthong	sca
ie	I	from unrounded close front to unrounded close-mid front diphthong	sca
ui	Y	from rounded close back to unrounded close front diphthong	sca
s̺	S	voiceless apical alveolar sibilant fricative consonant	sca
u̟	Y	advanced rounded close back vowel	sca
ɔ̜̟	U	less-rounded advanced rounded open-mid back vowel	sca
u̯ɑ	Y	from non-syllabic rounded close back to unrounded open back diphthong	sca
ei̯	E	from unrounded close-mid front to non-syllabic unrounded close front diphthong	sca
æi̯	E	from unrounded near-open front to non-syllabic unrounded close front diphthong	sca
oi̯	U	from rounded close-mid back to non-syllabic unrounded close front diphthong	sca
iə̯	I	from unrounded close front to non-syllabic unrounded mid central diphthong	sca
yə̯	Y	from rounded close front to non-syllabic unrounded mid central diphthong	sca
uə̯	Y	from rounded close back to non-syllabic unrounded mid central diphthong	sca
æu̯	E	from unrounded near-open front to non-syllabic rounded close back diphthong	sca
ou̯	U	from rounded close-mid back to non-syllabic rounded close back diphthong	sca
ie̞	I	from unrounded close front to unrounded mid front diphthong	sca
e̞̰	E	creaky unrounded mid front vowel	sca
ɵ̞̰	U	creaky rounded mid central vowel	sca
p’ʷ	P	labialized voiceless bilabial ejective stop consonant	sca
t’ʷ	T	labialized voiceless alveolar ejective stop consonant	sca
ʔ’	H	voiceless glottal ejective stop consonant	sca
ʔ’ʷ	H	labialized voiceless glottal ejective stop consonant	sca
tɕ’	C	voiceless alveolo-palatal ejective sibilant affricate consonant	sca
ʁʷ	R	labialized voiced uvular fricative consonant	sca
ʡˤ	H	pharyngealized voiceless epiglottal stop consonant	sca
qˤ	K	pharyngealized voiceless uvular stop consonant	sca
n̪ʲ	N	palatalized voiced dental nasal consonant	sca
ə̞̆	E	ultra-short lowered unrounded mid central vowel	sca
o̞̜ː	U	long less-rounded rounded mid back vowel	sca
t̻ʰ	T	aspirated voiceless laminal alveolar stop consonant	sca
d̻	T	voiced laminal alveolar stop consonant	sca
ɾ̻	R	devoiced voiced laminal alveolar tap consonant	sca
ʃː	S	long voiceless post-alveolar sibilant fricative consonant	sca
cçː	C	long voiceless palatal affricate consonant	sca
ɟ̥ʝ̥	C	from devoiced voiced palatal stop to devoiced voiced palatal fricative cluster	sca
qː	K	long voiceless uvular stop consonant	sca
ɢ̥	K	devoiced voiced uvular stop consonant	sca
ħ̃ʲ	H	nasalized palatalized voiceless pharyngeal fricative consonant	sca
ɔ̜̟̰	U	less-rounded advanced creaky rounded open-mid back vowel	sca
ɔ̜̟ː	U	long less-rounded advanced rounded open-mid back vowel	sca
ɨ̞	I	lowered unrounded close central vowel	sca
ɨ̞̰	I	lowered creaky unrounded close central vowel	sca
