ID	GRAPHEME	ALIASES	REPRESENTATION	TRANSCRIPTION_SYSTEMS	TRANSCRIPTION_DATA	SOUND_CLASSES
devoiced voiced dental implosive consonant	ɗ̥	C, ɗ̥	3	bipa	cv, phoible	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
creaky voiced dental stop consonant	d̪̰	C, d̪̰	3	bipa	cv, phoible	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
with-nasal-release voiced dental stop consonant	d̪ⁿ	C, d̪ⁿ	3	bipa	cv, phoible	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
with-nasal-release voiceless dental stop consonant	t̪ⁿ	C, t̪ⁿ	3	bipa	cv, pbase	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
long voiced dental trill consonant	r̪ː	C, r̪ː	3	bipa	cv, phoible	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
pharyngealized voiced dental trill consonant	r̪ˤ	C, r̪ˤ	3	bipa	cv, phoible	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
devoiced voiced dental trill consonant	r̪̥	C, r̪̥	3	bipa	cv, phoible	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
syllabic voiced dental lateral approximant consonant	l̪̩	C, l̪̍, l̪̩	3	bipa	cv, phoible	asjp:l, color:#6464c8, dolgo:R, prosody:5, sca:L
voiced labial nasal-click consonant	ŋʘ	C, ŋʘ	3	bipa	cv, phoible	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
velarized voiced labialized-velar approximant consonant	wˠ	C, wˠ	3	bipa, gld	cv	asjp:w, color:#c864c8, dolgo:W, prosody:6, sca:W
voiceless labio-dental ejective affricate consonant	pfʼ	C, pfʼ	3	bipa	cv, phoible	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
devoiced voiced labio-dental nasal consonant	ɱ̊	C, ɱ̊, ɱ̥	3	bipa	cv, nidaba	asjp:m, color:#64c896, dolgo:M, prosody:4, sca:M
voiced post-alveolar approximant consonant	ɹ̠	C, ɹ̠	3	bipa	cv, nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
voiced retroflex click consonant	gǃǃ	C, gǃǃ, ɡǃǃ	3	bipa	cv, phoible	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
breathy voiced retroflex tap consonant	ɽʱ	C, ɽʱ, ɽ̈	3	bipa	cv, eurasian	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
voiced retroflex nasal-click consonant	ŋǃǃ	C, ŋǃǃ	3	bipa	cv, phoible	asjp:N, color:#64c8c8, dolgo:N, prosody:4, sca:N
voiceless uvular implosive consonant	ʛ̥	0, qʼ↓, ʛ̥, ʠ	3	bipa	cv, phoible	asjp:0, color:0, dolgo:0, prosody:0, sca:0
devoiced voiced uvular trill consonant	ʀ̥	C, ʀ̥	3	bipa	cv, nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
devoiced voiced velar lateral approximant consonant	ʟ̥	C, ʟ̥	3	bipa	cv, nidaba	asjp:L, color:#6464c8, dolgo:R, prosody:5, sca:L
aspirated devoiced voiced velar stop consonant	g̊ʰ	C, g̊ʰ, g̥ʰ	3	bipa, gld	cv	asjp:g, color:#c89664, dolgo:K, prosody:1, sca:K
pre-nasalized labialized voiceless velar stop consonant	ⁿkʷ	C, ⁿkʷ	3	bipa, gld	cv	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
unreleased voiceless velar stop consonant	k̚	C, k̚	3	bipa, gld	cv	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
ultra-long unrounded close-mid front vowel	eːː	V, eːː	3	bipa	cv, pbase	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:E
ultra-long unrounded close front vowel	iːː	V, iːː	3	bipa	cv, pbase	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
ultra-long rounded close-mid back vowel	oːː	V, oːː	3	bipa	cv, pbase	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
long nasalized rounded mid back vowel	õ̞ː	V, õ̞ː	3	bipa	cv, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
ultra-long rounded close back vowel	uːː	V, uːː	3	bipa	cv, pbase	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
creaky unrounded near-open front vowel	æ̰	V, æ̰	3	bipa	cv, eurasian	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
mid-long rounded close-mid front vowel	øˑ	V, øˑ	3	bipa	cv, eurasian	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:U
long nasalized unrounded near-open central vowel	ɐ̃ː	V, ɐ̃ɐ̃, ɐ̃ː	3	bipa	cv, nidaba	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:E
non-syllabic unrounded near-open central vowel	ɐ̯	C, ɐ̯	3	bipa	cv, nidaba	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
long nasalized unrounded open-mid central vowel	ɜ̃ː	V, ɜ̃ɜ̃, ɜ̃ː	3	bipa	cv, nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:E
nasalized rounded open-mid central vowel	ɞ̃	V, ɞ̃	3	bipa	cv, nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:U
long nasalized rounded open-mid central vowel	ɞ̃ː	V, ɞ̃ɞ̃, ɞ̃ː	3	bipa	cv, nidaba	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:U
nasalized unrounded mid back vowel	ɤ̞̃	V, ɤ̞̃, ɤ̞̃ɤ̞̃	3	bipa	cv, phoible	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
long unrounded near-close central vowel	ɪ̈ː	V, ɪ̈ɪ̈, ɪ̈ː	3	bipa	cv, phoible	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
creaky unrounded near-close near-front vowel	ɪ̰	V, ɪ̰	3	bipa	cv, eurasian	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
unrounded near-close near-back vowel	ɯ̽	V, ɯ̽	3	bipa	cv, eurasian	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:I
long unrounded near-close near-back vowel	ɯ̽ː	V, ɯ̽ɯ̽, ɯ̽ː	3	bipa	cv, eurasian	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:I
long nasalized rounded close-mid central vowel	ɵ̃ː	V, ɵ̃ː	3	bipa	cv, nidaba	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:U
nasalized rounded open front vowel	ɶ̃	V, ɶ̃	3	bipa	cv, nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:U
long nasalized rounded open front vowel	ɶ̃ː	V, ɶ̃ɶ̃, ɶ̃ː	3	bipa	cv, nidaba	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:U
creaky rounded close central vowel	ʉ̰	V, ʉ̰	3	bipa	cv, eurasian	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
long rounded near-close central vowel	ʊ̈ː	V, ʊ̈ʊ̈, ʊ̈ː	3	bipa	cv, phoible	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
creaky rounded near-close near-back vowel	ʊ̰	V, ʊ̰	3	bipa	cv, eurasian	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
ultra-short unrounded open-mid back vowel	ʌ̆	V, ʌ̆	3	bipa	cv, pbase	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
long non-syllabic unrounded open-mid back vowel	ʌ̯ː	V, ʌ̯ː	3	bipa	cv, nidaba	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:E
rounded close with-frication central vowel	ʯ	0, ʯ	3	bipa	cv, ruhlen	asjp:0, color:0, dolgo:0, prosody:0, sca:0
rising from-low to-mid-high tone	¹⁴	T, ¹⁴	3	bipa, gld	cv	asjp:2, color:#c86496, dolgo:1, prosody:8, sca:2
rising from-low via-low to-mid-low tone	¹¹²	T, ¹¹²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-low via-low to-mid tone	¹¹³	T, ¹¹³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-low via-low to-mid-high tone	¹¹⁴	T, ¹¹⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-low via-low to-high tone	¹¹⁵	T, ¹¹⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-mid-low to-low tone	¹²¹	T, ¹²¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-low via-mid-low to-mid-low tone	¹²²	T, ¹²²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-mid to-low tone	¹³¹	T, ¹³¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-mid to-mid-low tone	¹³²	T, ¹³²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-low via-mid to-mid tone	¹³³	T, ¹³³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-mid-high to-low tone	¹⁴¹	T, ¹⁴¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-mid-high to-mid-low tone	¹⁴²	T, ¹⁴²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-mid-high to-mid tone	¹⁴³	T, ¹⁴³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-low via-mid-high to-mid-high tone	¹⁴⁴	T, ¹⁴⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-high to-low tone	¹⁵¹	T, ¹⁵¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-high to-mid-low tone	¹⁵²	T, ¹⁵²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-high to-mid tone	¹⁵³	T, ¹⁵³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-low via-high to-mid-high tone	¹⁵⁴	T, ¹⁵⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-low via-high to-high tone	¹⁵⁵	T, ¹⁵⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid-low via-low to-low tone	²¹¹	T, ²¹¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-low via-low to-high tone	²¹⁵	T, ²¹⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid-low via-mid-low to-low tone	²²¹	T, ²²¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid-low via-mid-low to-mid tone	²²³	T, ²²³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid-low via-mid-low to-mid-high tone	²²⁴	T, ²²⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid-low via-mid-low to-high tone	²²⁵	T, ²²⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid-low via-mid to-mid tone	²³³	T, ²³³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-low via-mid-high to-low tone	²⁴¹	T, ²⁴¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid-low via-mid-high to-mid-high tone	²⁴⁴	T, ²⁴⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-low via-high to-mid-low tone	²⁵²	T, ²⁵²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-low via-high to-mid tone	²⁵³	T, ²⁵³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-low via-high to-mid-high tone	²⁵⁴	T, ²⁵⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid-low via-high to-high tone	²⁵⁵	T, ²⁵⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid via-low to-low tone	³¹¹	T, ³¹¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-low to-mid-low tone	³¹²	T, ³¹²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-low to-mid tone	³¹³	T, ³¹³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-low to-mid-high tone	³¹⁴	T, ³¹⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-low to-high tone	³¹⁵	T, ³¹⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid via-mid-low to-mid-low tone	³²²	T, ³²²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-mid-low to-mid-high tone	³²⁴	T, ³²⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid via-mid to-low tone	³³¹	T, ³³¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid via-mid to-mid-low tone	³³²	T, ³³²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid via-mid to-mid-high tone	³³⁴	T, ³³⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid via-mid to-high tone	³³⁵	T, ³³⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-mid-high to-low tone	³⁴¹	T, ³⁴¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-mid-high to-mid-low tone	³⁴²	T, ³⁴²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid via-mid-high to-mid-high tone	³⁴⁴	T, ³⁴⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-mid-high to-high tone	³⁴⁵	T, ³⁴⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-high to-low tone	³⁵¹	T, ³⁵¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-high to-mid tone	³⁵³	T, ³⁵³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid via-high to-mid-high tone	³⁵⁴	T, ³⁵⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid via-high to-high tone	³⁵⁵	T, ³⁵⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid-high via-low to-low tone	⁴¹¹	T, ⁴¹¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-low to-mid-low tone	⁴¹²	T, ⁴¹²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-low to-mid tone	⁴¹³	T, ⁴¹³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-low to-mid-high tone	⁴¹⁴	T, ⁴¹⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-low to-high tone	⁴¹⁵	T, ⁴¹⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid-high via-mid-low to-mid-low tone	⁴²²	T, ⁴²²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-mid-low to-mid tone	⁴²³	T, ⁴²³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-mid-low to-high tone	⁴²⁵	T, ⁴²⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid-high via-mid to-mid tone	⁴³³	T, ⁴³³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-mid to-mid-high tone	⁴³⁴	T, ⁴³⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-mid to-high tone	⁴³⁵	T, ⁴³⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid-high via-mid-high to-low tone	⁴⁴¹	T, ⁴⁴¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-mid-high via-mid-high to-mid-low tone	⁴⁴²	T, ⁴⁴²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid-high via-mid-high to-high tone	⁴⁴⁵	T, ⁴⁴⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-high to-low tone	⁴⁵¹	T, ⁴⁵¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-high to-mid-low tone	⁴⁵²	T, ⁴⁵²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-mid-high via-high to-mid tone	⁴⁵³	T, ⁴⁵³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
rising from-mid-high via-high to-high tone	⁴⁵⁵	T, ⁴⁵⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-high via-low to-low tone	⁵¹¹	T, ⁵¹¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-high via-low to-mid-low tone	⁵¹²	T, ⁵¹²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-high via-low to-mid-high tone	⁵¹⁴	T, ⁵¹⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-high via-low to-high tone	⁵¹⁵	T, ⁵¹⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-high via-mid-low to-mid-low tone	⁵²²	T, ⁵²²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-high via-mid-low to-mid-high tone	⁵²⁴	T, ⁵²⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-high via-mid-low to-high tone	⁵²⁵	T, ⁵²⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-high via-mid to-mid tone	⁵³³	T, ⁵³³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-high via-mid to-mid-high tone	⁵³⁴	T, ⁵³⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-high via-mid-high to-mid-high tone	⁵⁴⁴	T, ⁵⁴⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
contour from-high via-mid-high to-high tone	⁵⁴⁵	T, ⁵⁴⁵	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-high via-high to-low tone	⁵⁵¹	T, ⁵⁵¹	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-high via-high to-mid-low tone	⁵⁵²	T, ⁵⁵²	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-high via-high to-mid tone	⁵⁵³	T, ⁵⁵³	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
falling from-high via-high to-mid-high tone	⁵⁵⁴	T, ⁵⁵⁴	3	bipa, gld	cv	asjp:6, color:#c86496, dolgo:1, prosody:8, sca:6
from unrounded close front to unrounded near-open central diphthong	iɐ	ia, iɐ	3	asjp, bipa	eurasian	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
advanced rounded close back vowel	u̟	u̟	3	bipa	eurasian, multimedia	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
from non-syllabic rounded close back to unrounded open back diphthong	u̯ɑ	u̯ɑ	3	bipa, gld	eurasian	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
from unrounded near-open front to non-syllabic unrounded close front diphthong	æi̯	äi̯, æi̯	3	bipa, gld	eurasian	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
from unrounded close front to non-syllabic unrounded mid central diphthong	iə̯	iə̯	3	bipa, gld	eurasian	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
from rounded close front to non-syllabic unrounded mid central diphthong	yə̯	üə̯, yə̯	3	bipa, gld	eurasian	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
from rounded close back to non-syllabic unrounded mid central diphthong	uə̯	uə̯	3	bipa, gld	eurasian	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
from unrounded near-open front to non-syllabic rounded close back diphthong	æu̯	äu̯, æu̯	3	bipa, gld	eurasian	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
creaky unrounded mid front vowel	e̞̰	e̞̰	3	bipa	eurasian, phoible	asjp:e, color:#c86464, dolgo:V, prosody:7, sca:E
aspirated voiceless laminal alveolar stop consonant	t̻ʰ	t̻ʰ	3	bipa	eurasian, phoible	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
devoiced voiced uvular stop consonant	ɢ̥	ɢ̥	3	bipa, gld	eurasian	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
from long nasalized unrounded open-mid front to non-syllabic unrounded close front diphthong	ɛ̃ːi̯	ɛ̃ːi̯	3	bipa, gld	eurasian	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
from nasalized unrounded open front to nasalized unrounded open-mid front diphthong	ãɛ̃	ãɛ̃	3	bipa, gld	eurasian	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
from nasalized rounded open-mid front to nasalized unrounded open-mid front diphthong	œ̃ɛ̃	ö̃ɛ̃, œ̃ɛ̃	3	bipa, gld	eurasian	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:U
voiceless uvular ejective affricate consonant	qχ’	qχʼ, qχ’	3	bipa	eurasian, phoible	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
voiced apical alveolar trill consonant	r̺	r̺	3	bipa	eurasian, phoible	asjp:r, color:#6464c8, dolgo:R, prosody:5, sca:R
less-rounded rounded open-mid back vowel	ɔ̜	ɔ̜	3	bipa	eurasian, multimedia	asjp:o, color:#c86464, dolgo:V, prosody:7, sca:U
from unrounded open front to non-syllabic unrounded close-mid front diphthong	ae̯	ae̯	3	bipa, gld	eurasian	asjp:a, color:#c86464, dolgo:V, prosody:7, sca:A
from rounded close central to non-syllabic unrounded close front diphthong	ʉi̯	ʉi̯	3	bipa, gld	eurasian	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
from rounded close front to non-syllabic unrounded close front diphthong	yi̯	üi̯, yi̯	3	bipa, gld	eurasian	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
voiced apical alveolar nasal consonant	n̺	n̺	3	bipa	eurasian, phoible	asjp:n, color:#64c8c8, dolgo:N, prosody:4, sca:N
from rounded near-close near-back to unrounded near-close near-front diphthong	ʊɪ	ʊɪ	3	bipa	eurasian, phoible	asjp:u, color:#c86464, dolgo:V, prosody:7, sca:Y
from rounded close central to rounded close back diphthong	ʉu	ʉu	3	bipa, gld	eurasian	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
from unrounded open-mid front to unrounded open front diphthong	ɛa	ɛa	3	bipa, gld	eurasian	asjp:E, color:#c86464, dolgo:V, prosody:7, sca:E
long advanced rounded close central vowel	ʉ̟ː	ʉ̟ː	3	bipa	eurasian, pbase	asjp:I, color:#c86464, dolgo:V, prosody:7, sca:Y
from rounded close front to unrounded mid central diphthong	yə	üə, yə	3	bipa, gld	eurasian	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:Y
from unrounded near-close near-front to unrounded mid central diphthong	ɪə	ıə, ɪə	3	bipa, gld	eurasian	asjp:i, color:#c86464, dolgo:V, prosody:7, sca:I
pre-nasalized voiced uvular stop consonant	ⁿɢ	ⁿɢ	3	bipa, gld	eurasian	asjp:q, color:#c89664, dolgo:K, prosody:1, sca:K
pre-nasalized voiced retroflex sibilant affricate consonant	ⁿɖʐ	ⁿɖʐ, ⁿᶚ	3	bipa, gld	eurasian	asjp:j, color:#c89664, dolgo:K, prosody:2, sca:C
pre-nasalized aspirated voiceless bilabial stop consonant	ⁿpʰ	ⁿpʰ	3	bipa, gld	eurasian	asjp:p, color:#c8c864, dolgo:P, prosody:1, sca:P
from pre-nasalized voiceless alveolar stop to aspirated voiceless alveolar sibilant fricative cluster	ⁿtsʰ	ⁿtsʰ	3	bipa, gld	eurasian	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
pre-nasalized aspirated voiceless post-alveolar sibilant affricate consonant	ⁿtʃʰ	ⁿčʰ, ⁿtʃʰ	3	bipa, gld	eurasian	asjp:t, color:#9664c8, dolgo:T, prosody:1, sca:T
pre-nasalized aspirated voiceless velar stop consonant	ⁿkʰ	ⁿkʰ	3	bipa, gld	eurasian	asjp:k, color:#c89664, dolgo:K, prosody:1, sca:K
from pre-nasalized voiced alveolar stop to voiced alveolo-palatal sibilant fricative cluster	ⁿdʑ	ⁿdʑ	3	bipa, gld	eurasian	asjp:d, color:#9664c8, dolgo:T, prosody:1, sca:T
