CLTS_NAME	BIPA_GRAPHEME	GRAPHEME	LATEX	FEATURES
labialized aspirated voiced palatal stop consonant	ɟʷʰ	ɟʰʷ	\textbardotlessj extsuperscript{h}\super w	plosive::palatal, labial::+voice +spread glottis
labialized aspirated voiced palatal nasal consonant	ɲʷʰ	ɲʰʷ	\textltailn extsuperscript{h}\super w	nasal::palatal, labial::+voice +nasal +spread glottis
labialized aspirated voiceless velar stop consonant	kʷʰ	kʰʷ	k extsuperscript{h}\super w	plosive::velar, labial::−voice +spread glottis
labialized aspirated voiced velar stop consonant	gʷʰ	ɡʰʷ	ɡ extsuperscript{h}\super w	plosive::velar, labial::+voice +spread glottis
labialized aspirated voiced velar implosive consonant	ɠʷʰ	ɠʰʷ	\texthtg extsuperscript{h}\super w	plosive::velar, labial::+voice +spread glottis
labialized aspirated voiced velar nasal consonant	ŋʷʰ	ŋʰʷ	\textipa{N} extsuperscript{h}\super w	nasal::velar, labial::+voice +nasal +spread glottis
labialized aspirated voiceless uvular stop consonant	qʷʰ	qʰʷ	q extsuperscript{h}\super w	plosive::uvular, labial::−voice +spread glottis
labialized aspirated voiced uvular stop consonant	ɢʷʰ	ɢʰʷ	\textscg extsuperscript{h}\super w	plosive::uvular, labial::+voice +spread glottis
labialized aspirated voiced uvular implosive consonant	ʛʷʰ	ʛʰʷ	\texthtscg extsuperscript{h}\super w	plosive::uvular, labial::+voice +spread glottis
labialized aspirated voiced uvular nasal consonant	ɴʷʰ	ɴʰʷ	\textscn extsuperscript{h}\super w	nasal::uvular, labial::+voice +nasal +spread glottis
labialized aspirated voiceless glottal stop consonant	ʔʷʰ	ʔʰʷ	\textglotstop extsuperscript{h}\super w	plosive::glottal, labial::−voice +spread glottis
labialized aspirated devoiced voiced bilabial nasal consonant	m̥ʷʰ	m̥ʰʷ	*m extsuperscript{h}\super w	nasal::labial::−voice +nasal +spread glottis
labialized aspirated devoiced voiced labio-dental nasal consonant	ɱ̥ʷʰ	ɱ̥ʰʷ	*\textltailm extsuperscript{h}\super w	nasal::labiodental, labial::−voice +nasal +spread glottis
labialized aspirated devoiced voiced alveolar nasal consonant	n̥ʷʰ	n̥ʰʷ	*n extsuperscript{h}\super w	nasal::alveolar, labial::−voice +nasal +spread glottis
labialized aspirated devoiced voiced retroflex nasal consonant	ɳ̥ʷʰ	ɳ̥ʰʷ	*\:n extsuperscript{h}\super w	nasal::retroflex, labial::−voice +nasal +spread glottis
labialized aspirated devoiced voiced palatal nasal consonant	ɲ̥ʷʰ	ɲ̥ʰʷ	*\textltailn extsuperscript{h}\super w	nasal::palatal, labial::−voice +nasal +spread glottis
labialized aspirated devoiced voiced velar nasal consonant	ŋ̥ʷʰ	ŋ̥ʰʷ	*\textipa{N} extsuperscript{h}\super w	nasal::velar, labial::−voice +nasal +spread glottis
labialized aspirated devoiced voiced uvular nasal consonant	ɴ̥ʷʰ	ɴ̥ʰʷ	*\textscn extsuperscript{h}\super w	nasal::uvular, labial::−voice +nasal +spread glottis
syllabic labialized voiceless bilabial stop consonant	p̩ʷ	p̩ʷ	\textipa{\s{p}}\super w	plosive::labial::−voice +syllabic
syllabic labialized voiced bilabial stop consonant	b̩ʷ	b̩ʷ	\textipa{\s{b}}\super w	plosive::labial::+voice +syllabic
syllabic labialized voiced bilabial implosive consonant	ɓ̩ʷ	ɓ̩ʷ	\textipa{\s{\texthtb}}\super w	plosive::labial::+voice +syllabic
syllabic labialized voiceless bilabial fricative consonant	ɸ̩ʷ	ɸ̩ʷ	\textipa{\sF}\super w	fricative::labial::−voice +syllabic
syllabic labialized voiced bilabial fricative consonant	β̩ʷ	β̩ʷ	\textipa{\sB}\super w	fricative::labial::+voice +syllabic
syllabic labialized voiced bilabial nasal consonant	m̩ʷ	m̩ʷ	\textsyllabic{m}\super w	nasal::labial::+voice +nasal +syllabic
syllabic labialized voiceless labio-dental fricative consonant	f̩ʷ	f̩ʷ	\textipa{\s{f}}\super w	fricative::labiodental, labial::−voice +syllabic
syllabic labialized voiced labio-dental fricative consonant	v̩ʷ	v̩ʷ	\textipa{\s{v}}\super w	fricative::labiodental, labial::+voice +syllabic
syllabic labialized voiced labio-dental nasal consonant	ɱ̩ʷ	ɱ̩ʷ	\textipa{\s{\textltailm}}\super w	nasal::labiodental, labial::+voice +nasal +syllabic
syllabic labialized voiced dental implosive consonant	ɗ̩ʷ	ɗ̩ʷ	\textipa{\s{\texthtd}}\super w	plosive::dental, labial::+voice +syllabic
syllabic labialized voiceless dental fricative consonant	θ̩ʷ	θ̩ʷ	\textipa{\sT}\super w	fricative::dental, labial::−voice +syllabic
syllabic labialized voiced dental fricative consonant	ð̩ʷ	ð̩ʷ	\textipa{\sD}\super w	fricative::dental, labial::+voice +syllabic
syllabic labialized voiceless alveolar stop consonant	t̩ʷ	t̩ʷ	\textipa{\s{t}}\super w	plosive::alveolar, labial::−voice +syllabic
syllabic labialized voiced alveolar stop consonant	d̩ʷ	d̩ʷ	\textipa{\s{d}}\super w	plosive::alveolar, labial::+voice +syllabic
syllabic labialized voiceless alveolar sibilant fricative consonant	s̩ʷ	s̩ʷ	\textipa{\s{s}}\super w	fricative::alveolar, labial::−voice +syllabic
syllabic labialized voiced alveolar sibilant fricative consonant	z̩ʷ	z̩ʷ	\textipa{\s{z}}\super w	fricative::alveolar, labial::+voice +syllabic
syllabic labialized voiceless alveolar lateral fricative consonant	ɬ̩ʷ	ɬ̩ʷ	\textipa{\s{\textbeltl}}\super w	fricative::alveolar, labial::+voice +lateral +syllabic
syllabic labialized voiced alveolar lateral fricative consonant	ɮ̩ʷ	ɮ̩ʷ	\textipa{\s{\textlyoghlig}}\super w	fricative::alveolar, labial::+voice +lateral +syllabic
syllabic labialized voiced alveolar nasal consonant	n̩ʷ	n̩ʷ	\textsyllabic{n}\super w	nasal::alveolar, labial::+voice +nasal +syllabic
syllabic labialized voiceless post-alveolar sibilant fricative consonant	ʃ̩ʷ	ʃ̩ʷ	\textipa{\sS}\super w	fricative::palatoalveolar, labial::−voice +syllabic
syllabic labialized voiced post-alveolar sibilant fricative consonant	ʒ̩ʷ	ʒ̩ʷ	\textipa{\s{\textyogh}}\super w	fricative::palatoalveolar, labial::+voice +syllabic
syllabic labialized voiceless retroflex stop consonant	ʈ̩ʷ	ʈ̩ʷ	\textipa{\s{\textrtailt}}\super w	plosive::retroflex, labial::−voice +syllabic
syllabic labialized voiced retroflex stop consonant	ɖ̩ʷ	ɖ̩ʷ	\textipa{\s{\textrtaild}}\super w	plosive::retroflex, labial::+voice +syllabic
